word,nikkud,transliteration
דברים,דְּבָרִים,dvarím
דברים,דְּבָרִים,dvarím
דברים,דְּבָרִים,dvarím
דברים,דְּבָרִים,devarím
דבש,דְּבַשׁ,dvash
דבשה,דִּבְשָׁה,divshá
דבשון,דִּבְשׁוֹן,divshón
דבשית,דִּבְשִׁית,divshít
דבשת,דַּבֶּשֶׁת,dabéshet
דג,דַּג,dag
דג,דָּג,dag
דגדגן,דַּגְדְּגָן,dagdegán
דגדוג,דִּגְדּוּג,digdúg
דגה,דָּגָה,dagá
דגול,דָּגוּל,dagúl
דגוש,דִּגּוּשׁ,digúsh
דגוש,דָּגוּשׁ,dagúsh
דגים,דָּגִים,dagím
דגל,דֶּגֶל,dégel
דגל,דַּגָּל,dagál
דגל,דֶּגל,dégel
דגלול,דִּגְלוּל,diglúl
דגלון,דִּגְלוֹן,diglón
דגלים,דְּגָלִים,dgalím
דגלן,דַּגְלָן,daglán
דגם,דֶּגֶם,dégem
דגם,דֶּגֶם,degém
דגמה,דֻּגְמָה,dugmá
דגמן,דֻּגְמָן,dugmán
דגמנית,דֻּגְמָנִית,dugmanít
דגן,דָּגָן,dagán
דגני,דִּגְנֵי,digné
דגנית,דְּגָנִית,dganít
דגנרט,דֵּגֵנֵרָט,degenerát
דגנרציה,דֶּגֶנֶרַצְיָה,degenerátsya
דגנת,דַּגֶּנֶת,dagénet
דגש,דָּגֵשׁ,dagésh
דד,דֶּד,ded
דד,דָּד,dad
דדוקציה,דֶּדוּקְצְיָה,dedúktsya
דה,דֶּה,de
דהה,דֵּהֶה,dehé
דהוי,דָּהוּי,dahúy
דהימה,דְּהִימָה,dehimá
דהרמה,דְּהַרְמָה,shárma
דו,דּוּ,du
"דו""ח","דּוּ""חַ",dúakh
דואית,דּוּאִית,duít
דואליזם,דּוּאָלִיזְם,dualízm
דובר,דּוֹבֵר,dovér
דוברה,דּוֹבְרָה,dovrá
דוגה,דּוּגָה,dugá
דוגה,דּוּגָה,dugáh
דוגית,דּוּגִית,dugít
דוגמה,דּוֹגְמָה,dógma
דוגר,דוֹגֶר,dóger
דוגרי,דּוּגְרִי,dúgri
דוד,דּוּד,dud
דוד,דּוֹד,dod
דוד,דָּוִד,davíd
דודא,דּוּדָא,dúda
דודה,דּוֹדָה,dóda
דודן,דּוֹדָן,dodán
דוה,דָּוָה,davá
דוחה,דּוֹחֶה,dokhé
דוחה,דּוֹחָה,dochá
דוחפן,דּוֹחְפָן,dokhfán
דוי,דַּוָּי,daváy
דוי,דְּוָי,dváy
דוית,דָּוִית,davít
דוכיפת,דּוּכִיפַת,dukhifát
דוכן,דּוּכָן,dukhán
דוכנית,דּוּכָנִית,dukhanít
דולה,דּוֹלֵה,doléh
דולה,דּוּלָה,dúla
דולומיט,דּוֹלוֹמִיט,dolomít
דוללה,דּוֹלֵלָה,dolelá
דולפין,דּוֹלְפִין,dolfín
דולפינריום,דּוֹלְפִינַרְיוּם,dolfináryum
דולר,דּוֹלָר,dólar
דום,דּוּם,dum
דומיה,דּוּמִיָּה,dumiyá
דומינו,דּוֹמִינוֹ,dómino
דומיניקה,דּוֹמִינִיקָה,dominika
דומיננטי,דּוֹמִינַנְטִי,dominánti
דומם,דּוּמָם,dumám
דומם,דּוֹמֵם,domém
דון,דּוֹן,don
דונג,דּוֹנַג,dónag
דוס,דּוֹס,dos
דועכת,דּוֹעֶכֶת,do'ékhet
דוק,דוֹק,dok
דוק,דּוֹק,dok
דוקא,דַּוְקָא,davká
דוקטוס,דוּקְטוּס,duktus
דוקטור,דּוֹקְטוֹר,doktór
דוקטור,דוֹקְטוֹר,dóktor
דוקטורט,דוֹקְטוֹרָט,dóktorat
דוקטורט,דוֹקְטוֹרָט,doktorát
דוקטורנט,דּוֹקְטוֹרַנְט,doktoránt
דוקטורנט,דּוֹקְטוֹרַנְט,dóktorant
דוקטרינה,דּוֹקְטְרִינָה,doktrína
דוקרן,דּוֹקְרָן,dokrán
דור,דּוּר,dur
דור,דַּוָּר,davár
דור,דּוֹר,dor
דורה,דּוּרָה,durá
דורון,דּוֹרוֹן,dorón
דורס,דּוֹרֵס,dorés
דורש,דוֹרֵש,dorésh
דוש,דּוּשׁ,dush
דושבג,דּוּשְׁבֶּג,dúshbeg
דושה,דַּוְשָׁה,davshá
דז'ה,דֶזָ'ה,déja
דחה,דָחָה,dakhá
דחוס,דָּחוּס,dakhós
דחי,דְּחִי,dkhi
דחי,דֶּחִי,dékhi
דחינות,דַּחְיָנוּת,dakhyanút
דחיסה,דְּחִיסָה,dkhisáh
דחיסה,דְּחִיסָה,dekhisáh
דחיף,דְּחִיף,dekhíf
דחיק,דְּחִיק,dchik
דחיקה,דְּחִיקָה,dkhiká
דחליל,דַּחְלִיל,dakhlíl
דחן,דֹּחַן,dókhan
דחף,דַּחַף,dákhaf
דחף,דָּחַף,dacháf
דחפור,דַּחְפּוֹר,dakhpór
דחק,דְּחָק,dkhak
דחק,דְּחַק,dkhak
דחקה,דַּחְקָה,dákhka
דטונציה,דֶּטוֹנַצְיָה,detonátsya
דטרגנט,דֶּטֶרְגֶּנְט,detérgnat
דטרמיניזם,דֶּטֶרְמִינִיזְם,determinízm
די,דִּי,di
די,דַּי,dai
די,דַּי,day
דיאגרמת,דִּיאַגְרָמַת,diagramát
דיאדה,דִּיאָדָה,di'áda
דיאטה,דִּיאֵטָה,diéta
דיאטן,דִּיאֶטָן,dyetán
דיאלוג,דִּיאָלוֹג,dialóg
דיאלקט,דִּיאָלֶקְט,dialékt
דיאסטולי,דִּיאַסְטוֹלִי,diastóli
דיאסטז,דִּיאַסְטַז,di'astáz
דיאפרגמה,דִּיאַפְרַגְמָה,diafragmá
דיאקריטי,דִּיאָקְרִיטִי,diakríti
דיאקריטית,דִּיאַקְרִיטִית,diakrítit
דיביט,דִּיבֵּיט,dibéyt
דיבל,דִּיבֵּל,díbel
דיג,דַּיִג,dáyig
דיג,דַּיָּג,dayág
דיגיטלית,דִּיגִיטָלִית,digitálit
דיגים,דַּיָגִים,dayagím
דיגים,דַּיָּגִים,dayagím
דיגלוסיה,דִּיגְלוֹסְיָה,diglósya
דידג'רידו,דִּידְגֶ'רִידוּ,didgridó
דידקטיות,דִּידַקְטִיּוֹת,didáktiot
דידקטיקה,דִּידַקְטִיקָה,didáktika
דיה,דַּיָּה,dayá
דיו,דְּיוֹ,dio
דיו,דְּיוֹ,dyó
דיו,דְּיוֹ,dyo
דיו,דִּיּוֹ,díyo
דיודה,דְּיוֹדָה,diyóda
דיוה,דִּיוָה,díva
דיוטה,דְּיוֹטָה,dyotá
דיון,דִּיּוּן,diyún
דיון,דִּיּוּן,díyun
דיונה,דְּיוּנָה,dyúna
דיונון,דְּיוֹנוּן,dyonún
דיונון,דיוֹנוּן,dyonún
דיוקן,דְּיוֹקָן,dyokán
דיוקסיה,דִּיוֹקֶסְיָה,diokésyah
דיור,דִּיּוּר,diyúr
דיורמה,דְּיוֹרָמָה,dioráma
דיותא,דְּיוֹתָא,dyotá
דיותה,דְּיוֹתָה,dyotá
דיזל,דִּיזֶל,dízel
דיזנטריה,דִּיזֶנְטֶרְיָה,dizentérya
דיכוטומיה,דִּיכוֹטוֹמְיָה,dikhotómya
דיל,דַּיָּל,dayál
דילדו,דִילְדוֹ,díldo
דילטוריה,דֵּילָטוֹרְיָה,delatórya
דיליז'נס,דִִּילִיזַ'נְס,dilizháns
דילמה,דִּילֶמָּה,diléma
דילר,דִּילֶר,díler
דימוס,דִּימוֹס,dimós
דין,דַּיַּן,dayán
דין,דַּיָּן,dayán
דין,דִּין,din
דינגו,דִּינְגוֹ,dingó
דינוזאור,דִּינוֹזָאוּר,dinozáur
דיני,דִּינֵי,dineí
דינמו,דִּינָמוֹ,dínamo
דינמיט,דִּינָמִיט,dinamít
דינמיקה,דִּינָמִיקָה,dinámika
דינמית,דִּינָמִית,dinámit
דינקותא,דְּיַנְקוּתָא,deyankúta
דינר,דִּינָר,dinár
דיסאינפלציה,דִּיסְאִינְפְלַצְיָה,disinflátsya
דיסגרפיה,דִּיסְגְּרָפְיָה,disgráfya
דיסוננס,דִּיסוֹנַנְס,disonáns
דיסטופיה,דִּיסְטוֹפְּיָה,distópya
דיספרוסיום,דִּיסְפְּרוֹסְיוּם,disprósium
דיספרופורציה,דִּיסְפְּרוֹפּוֹרְצְיָה,dispropórtsya
דיספרסיה,דִּיסְפֶּרְסְיָה,dispérsya
דיסציפלינה,דִּיסְצִיפְּלִינָה,distsiplínah
דיסק,דִּיסְק,disk
דיסקו,דִּיסְקוֹ,diskó
דיסקוטק,דִּיסְקוֹטֶק,diskoték
דיסקט,דִּיסְקֶט,diskét
דיסקלקוליה,דִּיסְקַלְקוּלְיָה,diskalkúlya
דיסקרביה,דִיסְקְרַבְיָה,diskrávya
דיסקרטי,דִּיסְקְרֶטִי,diskréti
דיפוזיה,דִּיפוּזְיָה,difúzya
דיפול,דִּיפּוֹל,dipól
דיפלומה,דִּיפְּלוֹמָה,diplóma
דיפלומט,דִּיפְּלוֹמָט,díplomat
דיפלומטי,דִּיפְּלוֹמָטִי,diplómati
דיפרנציאלי,דִּיפֶרֶנְצְיָאלִי,difrentzyáli
דיק,דַּיְק,dáyk
דיק,דָּיֵק,dayék
דיקטטור,דִּיקְטָטוֹר,diktátor
דיקטטורה,דִּיקְטָטוּרָה,diktatúrah
דיקטפון,דִּיקְטָפוֹן,diktaphoné
דיקן,דַּיְקָן,daykán
דיר,דִּיר,dir
דיר,דַּיָּר,dayár
דירה,דִּירָה,dirá
דירה,דִּירָה,diráh
דירקטור,דִּירֶקְטוֹר,diréktor
דירקטוריון,דִּירֶקְטוֹרְיוֹן,direktoryón
דירת,דִּירַת,dirát
דיש,דַּיִשׁ,dáyish
דישון,דִּישׁוֹן,dishón
דך,דַּךְ,dakh
דכא,דַּכָּא,dáka
דכדוך,דִּכְדּוּךְ,dichdúch
דכי,דֹּכִי,dókhi
דכס,דֻּכָּס,dukás
דכפין,דִּכְפִין,dikhfín
דל,דַּל,dal
דלגית,דַּלְגִּית,dalgít
דלה,דַּלָּה,dalá
דלוח,דָּלוּחַ,dalúach
דלוקס,דֶּלוּקְס,delúx
דלורית,דְּלוֹרִית,dlorít
דלטוניזם,דַּלְטוֹנִיזְם,daltonízm
דלי,דְּלִי,dli
דליה,דַּלְיָה,dálya
דליפה,דְּלִיפָה,dlifá
דליקטי,דֶּלִיקְטִי,delíkti
דלית,דָּלִית,dalít
דלעת,דְּלַעַת,dla'át
דלעת,דְּלַעַת,dlá'at
דלפון,דַּלְפוֹן,dalfón
דלפק,דֶּלְפֵּק,delpék
דלק,דָּלָק,dalák
דלק,דֶּלֶק,délek
דלק,דֶּלֶק,délek
דלקת,דַּלֶּקֶת,daléket
דלקת,דַּלֶּקֶת,daléket
דלקתי,דַּלַּקְתִּי,dalaktí
דלת,דֶּלֶת,délet
דלתון,דַּלְתּוֹן,daltón
דם,דָּם,dam
דם,דַּם,dam
דם,דֹּם,dom
דמגוגיה,דֵּמָגוֹגְיָה,demagógia
דמדומים,דִּמְדּוּמִים,dimdumím
דמדמנית,דֻּמְדְּמָנִית,dúmdemanit
דמה,דֶּמֶה,déme
דמוגרפיה,דֶּמוֹגְרַפְיָה,demográfya
דמוי,דִּמּוּי,dimúy
דמוי,דָּמוּי,damúy
דמום,דִּמּוּם,dimúm
דמוקלס,דָּמוֹקְלֶס,damokles
דמוקרטיה,דֵּמוֹקְרַטְיָה,demokrátya
דמוקרטיה,דֵּמוֹקְרַטְיָה,demokrátya
דמוקרטיה,דֶּמוֹקְרַטְיָה,demokrátya
דמות,דְּמוּת,dmut
דמי,דְּמֵי,dmey
דמי,דְּמֵי,dméy
דמי,דְמֵי,dmey
דמיון,דִּמְיוֹן,dimyón
דמיוני,דִּמְיוֹנִי,dimyoní
דמים,דָמִים,damím
דמיקולו,דֵּמִיקוּלוּ,demikúlu
דממה,דְּמָמָה,dmamá
דממת,דִּמְמַת,dimemát
דמן,דֹּמֶן,dómen
דמנציה,דֶּמֶנְצְיָה,deméntsya
דמקה,דַּמְקָה,dámka
דמשק,דַּמֶּשֶׂק,damések
דן,דַן,dan
דן,דָּן,dan
דנא,דְּנָא,dená
דנגית,דִּנְגִית,díngit
דנדנה,דַּנְדַּנָּה,dándana
דנדריט,דֶּנְדְּרִיט,dendrít
דנורא,דְּנוּרָא,denura
דנטלי,דֶּנְטָלִי,dentáli
דניאל,דָּנִיֵּאל,danyél
דספינתא,דִסְפִינְתָא,disfintá
דסקת,דִּסְקַת,diskát
דסתרי,דְּסָתְרֵי,desatréy
דעביד,דְּעָבִיד,diávid
דעה,דֵּעָה,deá
דעת,דַּעַת,da'at
דעתו,דַּעְתּו,da'ató
דעתו,דַּעְתּוֹ,da'ató
דף,דַּף,daf
דפדוף,דִּפְדּוּף,difdúf
דפדפן,דַּפְדְּפָן,dafdefán
דפדפת,דַּפְדֶּפֶת,dafdéfet
דפו,דֶּפּוֹ,dépo
דפוס,דְּפוּס,dfus
דפוס,דְּפוּס,dfús
דפוק,דָּפוּק,dafúk
דפי,דֹּפִי,dófi
דפיברילטור,דֶּפִיבְּרִילָטוֹר,defibrilatór
דפיברילציה,דֶּפִיבְּרִילַצְיָה,defibrilátsya
דפן,דֹּפֶן,dófen
דפנה,דְּפֻנָּה,dfunáh
דפנה,דַּפְנָה,dafnáh
דפני,דַפְנִי,dáfni
דפנתי,דָפְנָתִי,dofnatí
דפק,דֶּפֶק,défek
דפק,דֹּפֶק,dófek
דפק,דָּפַק,dafák
דפקט,דֵּפֶקְט,defékt
דפרסיה,דֶּפְּרֶסְיָה,deprésya
דפתר,דִּפְתָּר,diftar
דציגרם,דֶּצִיגְרָם,detsigrám
דציליטר,דֶּצִילִיטֶר,detsilíter
דצימטר,דֶּצִימֶטֶר,detsiméter
דצמבר,דֵּצֶמְבֶּר,detsémber
דק,דֶּק,dek
דק,דֹּק,dok
דק,דַּק,dak
דקדה,דֵּקָדָה,dekádah
דקדוקי,דִּקְדּוּקֵי,dikdukéy
דקדנטי,דֵּקָדֶנְטִי,dekadénti
דקה,דַּקָּה,daká
דקולטה,דֶּקוֹלְטֶה,dekólte
דקות,דַּקּוּת,dakút
דקירה,דְּקִירָה,dkirá
דקל,דֶּקֶל,dékel
דקלום,דִּקְלוּם,diklúm
דקן,דֶּקָן,dekán
דקר,דֶּקֶר,déker
דקר,דַּקַּר,dakár
דקר,דַּקָּר,dakár
דקת,דַּקַּת,dakát
דר,דֶּר,der
דר,דַּר,dar
דראג,דְּרָאג,drag
דראון,דֵּרָאוֹן,dera'ón
דרבוקה,דַּרְבּוּקָה,darbúka
דרבי,דֶּרְבִּי,dérbi
דרבית,דְּרִבִּית,deribít
דרבן,דָּרְבָּן,dorbán
דרבנית,דָּרְבָּנִית,dorbanít
דרגות,דְּרָגוֹת,dragót
דרגנוע,דְּרַגְנוֹעַ,dragnoa
דרגש,דַּרְגָּשׁ,dargásh
דרדנוט,דְּרֶדְנוֹט,drédnot
דרדק,דַּרְדַּק,dardák
דרדר,דַּרְדַּר,dardár
דרוג,דֵּרוּג,derúg
דרוך,דָּרוּךְ,darúch
דרום,דָּרוֹם,daróm
דרומון,דְּרוֹמוֹן,dromón
דרומי,דְּרוֹמִי,dromí
דרור,דְּרוֹר,dror
דריסה,דְּרִיסָה,drisá
דריקס,דְּרִיקְס,driks
דרך,דֶּרֶך,dérekh
דרך,דֶּרֶךְ,dérekh
דרך,דָּרַךְ,darách
דרכו,דַּרְכּוֹ,darkó
דרכון,דַּרְכּוֹן,darkón
דרכי,דַּרְכֵי,darkhéy
דרכים,דְּרָכִים,drakhím
דרמה,דְּרָמָה,dráma
דרמטוגליפיקה,דֶּרְמָטוֹגְלִיפִיקָה,dermatoglífika
דרמטולוגיה,דֶּרְמָטוֹלוֹגְיָה,dramatológya
דרמטורגיה,דְּרָמָטוּרְגִּיָּה,dramatúrgya
דרן,דֶּרֶן,déren
דרן,דֹּרֶן,dóren
דרסטי,דְּרַסְטִי,drásti
דרעק,דְּרֵעק,drek
דרקון,דְּרָקוֹן,drakón
דרקוני,דְּרָקוֹנִי,drakoní
דררה,דְּרָרָה,drára
דרש,דְּרָשׁ,drash
דרתחא,דְרִתְחָא,derítcha
דש,דַּשׁ,dash
דשא,דֶּשֶׁא,déshe
דשן,דֶּשֶׁן,déshen
דת,דַּת,dat
דתי,דָּתִי,datí
הא,הֵא,hey
האביב,הָאָבִיב,haavív
האביב,הָאָבִיב,ha'avív
האבנים,הָאֲבָנִים,ha'avaním
האבסה,הַאֲבָסָה,ha'avasá
האבקה,הַאֲבָקָה,ha'avaká
האבקות,הֵאָבְקוּת,he'avkút
האדם,הָאָדָם,ha'adám
האדם,הָאָדָם,haadám
האדמירליות,הָאַדְמִירָלִיוּת,ha'admiráliyut
האוצר,הָאוֹצָר,haotsár
האוקינוס,הַאוֹקְיָנוֹס,haokyános
האורים,הָאוּרִים,ha'urím
האזרחות,הַאֶזְרָחוּת,ha'ezrakhút
האח,הֶאָח,he'ákh
האחרה,הָאַחְרָה,ha'akhrá
האינפורמציה,הָאִינְפוֹרְמַצְיָה,hainformátsya
האיר,הֵאִיר,he'ír
האם,הַאִם,haím
האם,הָאֵם,haém
האם,הַאם,ham
האמנה,הַאֲמָנָה,ha'amaná
האמת,הָאֱמֶת,haemét
האנושי,הָאֱנוֹשִׁי,ha'enoshí
האניה,הַאֳנִיָּה,haoniyá
האניה,הָאֳנִיָּה,ha'oniyá
האניה,הָאֳנִיָּה,haoniyá
האנך,הָאֲנָךְ,ha'anákh
האנשה,הַאֲנָשָׁה,ha'anashá
האסימון,הָאֲסִימוֹן,nafál
האף,הָאַף,haáf
האפלה,הַאֲפָלָה,ha'afalá
האצטרובל,הַאִצְטְרֻבָּל,haitstrubál
הארה,הֶאָרָה,he'ará
הארון,הָאֲרוֹן,ha'arón
הארוע,הַאֵרוּעַ,ha'erúa
הארי,הָאֲרִי,haarí
הארץ,הָאָרֶץ,haaréts
הארץ,הָאָרֶץ,haáretz
הארץ,הָאָרֶץ,ha'árets
הארצה,הַאֲרָצָה,ha'aratsáh
הארקה,הַאֲרָקָה,ha'araká
הבא,הַבָּא,habá
הבא,הַבָּא,haba
הבב,הַבָּב,habáv
הבד,הַבַּד,habád
הבדל,הֶבְדֵּל,hevdél
הבדלה,הַבְדָּלָה,havdalá
הבה,הָבָה,háva
הבהב,הִבְהוּב,hivhúv
הבהרה,הַבְהָרָה,havhara
הבהרות,הַבֶּהָרוֹת,habeharót
הבטוי,הַבִּטּוּי,habituí
הבטחה,הַבְטָחָה,havtakhá
הבטחון,הַבִּטָּחוֹן,habitakhón
הביא,הֵבִיא,heví
הביטט,הַבִּיטָט,hábitat
הבין,הֵבִין,hivín
הבית,הַבַּיִת,habáyit
הביתה,הַבַּיְתָה,habáyta
הבכורים,הַבִּכּוּרִים,habikurím
הבכיר,הַבָּכִיר,habakhír
הבכנה,הַבֻּכְנָה,habukhnáh
הבל,הֶבֶל,hével
הבל,הֲבֵל,havél
הבלים,הֲבָלִים,havalím
הבן,הַבֵּן,habén
הבנה,הֲבָנָה,havaná
הבנה,הָבְנֶה,hovné
הבניה,הַבְנָיָה,havnayá
הבעה,הַבָּעָה,haba'á
הבערה,הַבְעָרָה,hav'ará
הבקר,הַבֹּקֶר,habóker
הברה,הֲבָרָה,havará
הברזה,הַבְרָזָה,havrazá
הברחה,הַבְרָחָה,havrakhá
הבריטי,הַבְּרִיטִי,habríti
הברית,הַבְּרִית,habrít
הברית,הַבְּרִית,habrít
הבת,הַבַּת,habát
הבתולים,הַבְּתוּלִים,habetúlim
הגאות,הַגֵּאוּת,hageút
הגאי,הַגַּאי,hagáy
הגאים,הֲגָאִים,haga'ím
הגבה,הֲגָבָה,hagavá
הגבוה,הַגָּבוֹהַּ,hagavóah
הגבוהים,הַגְּבוֹהִים,hagvohím
הגבול,הַגְּבוּל,hagvúl
הגברה,הַגְבָּרָה,hagbara
הגדה,הַגָּדָה,hagadá
הגדול,הַגָדוֹל,hagadól
הגדול,הַגָּדוֹל,hagadól
הגדי,הַגְּדִי,hagdí
הגדיל,הִגְדִיל,hig'díl
הגדר,הַגָּדֵר,hagadér
הגדרה,הַגְדָּרָה,hagdará
הגדרה,הַגְדָּרָה,hágdara
